Fish_ID,Date,Comp_Num,Comparison,Stimulus,Area_large,Area_small,Stimulus_Side,Time_with_Stim,Latency_to_Visit,Visits_to_Stim
PinkBlue,30-Mar,4,120v110,110,1054,885,Right,3.3,71.9,2
PinkBlue,1-Apr,4,120v110,120,1054,885,Right,46.4,43,2
PinkBlue,1-Apr,4,120v110,110,1054,885,Left,66.7,30.2,4
PinkOrange,30-Mar,4,120v110,120,1054,885,Left,75.8,8.7,4
PinkOrange,30-Mar,4,120v110,110,1054,885,Right,59.5,24.1,8
PinkOrange,23-Apr,4,120v110,120,1054,885,Right,0,0,0
PinkOrange,23-Apr,4,120v110,110,1054,885,Left,0,0,0
PinkPink,31-Mar,4,120v110,120,1054,885,Left,110.5,12.1,7
PinkPink,31-Mar,4,120v110,110,1054,885,Right,0,0,0
PinkPink,29-Mar,4,120v110,120,1054,885,Right,2.4,90.6,1
PinkPink,29-Mar,4,120v110,110,1054,885,Left,60.8,12,8
PinkRed,30-Mar,4,120v110,120,1054,885,Left,17.9,106,3
PinkRed,30-Mar,4,120v110,110,1054,885,Right,41.5,121.5,2
PinkRed,1-Apr,4,120v110,120,1054,885,Right,14,113.9,2
PinkRed,1-Apr,4,120v110,110,1054,885,Left,19.8,90.4,3
Red,23-Apr,4,120v110,120,1054,885,Left,22.3,157.8,1
Red,23-Apr,4,120v110,110,1054,885,Right,90.4,13.4,2
Red,1-Apr,4,120v110,120,1054,885,Right,98.1,1,1
Red,1-Apr,4,120v110,110,1054,885,Left,70,106.3,1
RedBlue,30-Mar,4,120v110,120,1054,885,Left,9.6,39.1,1
RedBlue,30-Mar,4,120v110,110,1054,885,Right,92.2,52.6,8
RedBlue,1-Apr,4,120v110,120,1054,885,Right,44.4,23.1,4
RedBlue,1-Apr,4,120v110,110,1054,885,Left,43.2,93.8,3
RedGreen,31-Mar,4,120v110,120,1054,885,Left,7.1,173,1
RedGreen,31-Mar,4,120v110,110,1054,885,Right,59.4,4.5,5
RedGreen,29-Mar,4,120v110,120,1054,885,Right,77.2,54.4,3
RedGreen,29-Mar,4,120v110,110,1054,885,Left,19.1,67.6,2
RedGreenGreen,31-Mar,4,120v110,120,1054,885,Left,0,0,0
RedGreenGreen,31-Mar,4,120v110,110,1054,885,Right,0,0,0
RedGreenGreen,29-Mar,4,120v110,120,1054,885,Right,0,0,0
RedGreenGreen,29-Mar,4,120v110,110,1054,885,Left,0,0,0
RedOrange,31-Mar,4,120v110,120,1054,885,Left,26.4,153.6,1
RedOrange,31-Mar,4,120v110,110,1054,885,Right,0,0,0
RedOrange,29-Mar,4,120v110,120,1054,885,Right,0,0,0
RedOrange,29-Mar,4,120v110,110,1054,885,Left,0,0,0
RedRed,31-Mar,4,120v110,120,1054,885,Left,8,47.2,1
RedRed,31-Mar,4,120v110,110,1054,885,Right,0,0,0
RedRed,29-Mar,4,120v110,120,1054,885,Right,76.6,50.2,4
RedRed,29-Mar,4,120v110,110,1054,885,Left,39.6,36.8,4
RedRedRed,31-Mar,4,120v110,120,1054,885,Left,15.8,109,5
RedRedRed,31-Mar,4,120v110,110,1054,885,Right,43.9,67.2,6
RedRedRed,29-Mar,4,120v110,120,1054,885,Right,72.4,51.4,5
RedRedRed,29-Mar,4,120v110,110,1054,885,Left,38,28,4
Blue,9-Apr,5,85v70,85,533,363,Left,20.8,90.9,3
Blue,9-Apr,5,85v70,70,533,363,Right,74.2,56.7,5
Blue,7-Apr,5,85v70,85,533,363,Right,51.5,66.6,2
Blue,7-Apr,5,85v70,70,533,363,Left,61.6,24.1,3
BluePink,9-Apr,5,85v70,85,533,363,Left,0,0,0
BluePink,9-Apr,5,85v70,70,533,363,Right,0,0,0
BluePink,7-Apr,5,85v70,85,533,363,Right,37.3,142.2,1
BluePink,7-Apr,5,85v70,70,533,363,Left,0,0,0
Green,6-Apr,5,85v70,85,533,363,Left,104.2,64.9,1
Green,6-Apr,5,85v70,70,533,363,Right,56.7,16.2,2
Green,8-Apr,5,85v70,85,533,363,Right,140.2,1,6
Green,8-Apr,5,85v70,70,533,363,Left,8,160,1
GreenBlue,9-Apr,5,85v70,85,533,363,Left,31.2,102.3,4
GreenBlue,9-Apr,5,85v70,70,533,363,Right,41.7,47.4,3
GreenBlue,7-Apr,5,85v70,85,533,363,Right,64.5,50.3,3
GreenBlue,7-Apr,5,85v70,70,533,363,Left,2.1,46.1,1
GreenGreen,6-Apr,5,85v70,85,533,363,Left,31.2,95.4,2
GreenGreen,6-Apr,5,85v70,70,533,363,Right,0,0,0
GreenGreen,8-Apr,5,85v70,85,533,363,Right,0,0,0
GreenGreen,8-Apr,5,85v70,70,533,363,Left,0,0,0
GreenOrange,21-Apr,5,85v70,85,533,363,Left,61.9,49.4,2
GreenOrange,21-Apr,5,85v70,70,533,363,Right,52,84.2,3
GreenOrange,23-Apr,5,85v70,85,533,363,Right,100.5,79.5,3
GreenOrange,23-Apr,5,85v70,70,533,363,Left,0,0,0
GreenRed,9-Apr,5,85v70,85,533,363,Left,33.8,13.6,3
GreenRed,9-Apr,5,85v70,70,533,363,Right,92.8,87.2,1
GreenRed,7-Apr,5,85v70,85,533,363,Right,100.9,31.8,3
GreenRed,7-Apr,5,85v70,70,533,363,Left,21.7,26.2,4
Orange,6-Apr,5,85v70,85,533,363,Left,0,0,0
Orange,6-Apr,5,85v70,70,533,363,Right,0,0,0
Orange,8-Apr,5,85v70,85,533,363,Right,0,0,0
Orange,8-Apr,5,85v70,70,533,363,Left,0,0,0
OrangeBlue,6-Apr,5,85v70,85,533,363,Left,0,0,0
OrangeBlue,6-Apr,5,85v70,70,533,363,Right,0,0,0
OrangeBlue,8-Apr,5,85v70,85,533,363,Right,0,0,0
OrangeBlue,8-Apr,5,85v70,70,533,363,Left,0,0,0
OrangeOrange,6-Apr,5,85v70,85,533,363,Left,30.5,46,4
OrangeOrange,6-Apr,5,85v70,70,533,363,Right,72.8,59.5,4
OrangeOrange,8-Apr,5,85v70,85,533,363,Right,142.5,35,2
OrangeOrange,8-Apr,5,85v70,70,533,363,Left,0,0,0
OrangePink,22-Apr,5,85v70,85,533,363,Left,97.4,52.1,2
OrangePink,22-Apr,5,85v70,70,533,363,Right,3.8,176.2,1
OrangePink,7-Apr,5,85v70,85,533,363,Right,0,0,0
OrangePink,7-Apr,5,85v70,70,533,363,Left,0,0,0
OrangeRed,9-Apr,5,85v70,85,533,363,Left,0,0,0
OrangeRed,9-Apr,5,85v70,70,533,363,Right,0,0,0
OrangeRed,10-Jun,5,85v70,85,533,363,Right,166,0.5,3
OrangeRed,10-Jun,5,85v70,70,533,363,Left,0,0,0
Pink,9-Apr,5,85v70,85,533,363,Left,133.9,46.1,1
Pink,9-Apr,5,85v70,70,533,363,Right,0,0,0
Pink,7-Apr,5,85v70,85,533,363,Right,11,169,1
Pink,7-Apr,5,85v70,70,533,363,Left,0,0,0
PinkBlue,9-Apr,5,85v70,85,533,363,Left,35.3,104.4,2
PinkBlue,9-Apr,5,85v70,70,533,363,Right,59.8,32.7,5
PinkBlue,7-Apr,5,85v70,85,533,363,Right,10.1,16.7,3
PinkBlue,7-Apr,5,85v70,70,533,363,Left,123,24.6,2
PinkOrange,9-Apr,5,85v70,85,533,363,Left,100.1,25.6,8
PinkOrange,9-Apr,5,85v70,70,533,363,Right,29.5,12.3,3
PinkOrange,7-Apr,5,85v70,85,533,363,Right,87.2,25.9,7
PinkOrange,7-Apr,5,85v70,70,533,363,Left,44.4,1.4,6
PinkPink,9-Apr,5,85v70,85,533,363,Left,64.9,19.3,5
PinkPink,9-Apr,5,85v70,70,533,363,Right,48.4,43.8,8
PinkPink,7-Apr,5,85v70,85,533,363,Right,165,1.6,2
PinkPink,7-Apr,5,85v70,70,533,363,Left,0,0,0
PinkRed,9-Apr,5,85v70,85,533,363,Left,6.8,48.1,1
PinkRed,9-Apr,5,85v70,70,533,363,Right,38,32.9,6
PinkRed,7-Apr,5,85v70,85,533,363,Right,18.9,74.7,2
PinkRed,7-Apr,5,85v70,70,533,363,Left,0,0,0
Red,9-Apr,5,85v70,85,533,363,Left,37.7,99.1,2
Red,9-Apr,5,85v70,70,533,363,Right,17.1,163,1
Red,7-Apr,5,85v70,85,533,363,Right,0,0,0
Red,7-Apr,5,85v70,70,533,363,Left,0,0,0
RedBlue,9-Apr,5,85v70,85,533,363,Left,59.1,23.6,3
RedBlue,9-Apr,5,85v70,70,533,363,Right,24.4,54.5,3
RedBlue,7-Apr,5,85v70,85,533,363,Right,0,0,0
RedBlue,7-Apr,5,85v70,70,533,363,Left,38.2,112.8,1
RedGreen,6-Apr,5,85v70,85,533,363,Left,16.9,44.7,3
RedGreen,6-Apr,5,85v70,70,533,363,Right,92.1,34.4,4
RedGreen,8-Apr,5,85v70,85,533,363,Right,95.3,55.4,3
RedGreen,8-Apr,5,85v70,70,533,363,Left,0,0,0
RedGreenGreen,6-Apr,5,85v70,85,533,363,Left,25,76.4,2
RedGreenGreen,6-Apr,5,85v70,70,533,363,Right,7.8,63,4
RedGreenGreen,8-Apr,5,85v70,85,533,363,Right,95.3,80,2
RedGreenGreen,8-Apr,5,85v70,70,533,363,Left,3.4,164,1
RedOrange,6-Apr,5,85v70,85,533,363,Left,15,140.3,1
RedOrange,6-Apr,5,85v70,70,533,363,Right,0,0,0
RedOrange,8-Apr,5,85v70,85,533,363,Right,76.5,103.6,1
RedOrange,8-Apr,5,85v70,70,533,363,Left,44.2,43.1,1
RedRed,6-Apr,5,85v70,85,533,363,Left,84.8,75.1,3
RedRed,6-Apr,5,85v70,70,533,363,Right,28.9,49.2,2
RedRed,8-Apr,5,85v70,85,533,363,Right,0,0,0
RedRed,8-Apr,5,85v70,70,533,363,Left,0,0,0
RedRedRed,6-Apr,5,85v70,85,533,363,Left,58.2,17.1,4
RedRedRed,6-Apr,5,85v70,70,533,363,Right,65.5,31.3,8
RedRedRed,8-Apr,5,85v70,85,533,363,Right,79.8,96.5,4
RedRedRed,8-Apr,5,85v70,70,533,363,Left,0,0,0
Blue,16-Apr,6,120v85,120,1054,533,Left,40.9,129.4,2
Blue,16-Apr,6,120v85,85,1054,533,Right,21.5,102,3
Blue,14-Apr,6,120v85,120,1054,533,Right,30.4,63.3,2
Blue,14-Apr,6,120v85,85,1054,533,Left,49.4,102.1,4
BluePink,13-Apr,6,120v85,120,1054,533,Left,46.7,119.5,1
BluePink,13-Apr,6,120v85,85,1054,533,Right,0,0,0
BluePink,15-Apr,6,120v85,120,1054,533,Right,75.2,105.8,1
BluePink,15-Apr,6,120v85,85,1054,533,Left,0,0,0
Green,13-Apr,6,120v85,120,1054,533,Left,7.5,126.7,1
Green,13-Apr,6,120v85,85,1054,533,Right,157,38.5,3
Green,15-Apr,6,120v85,120,1054,533,Right,0,0,0
Green,15-Apr,6,120v85,85,1054,533,Left,114.7,65.2,1
GreenBlue,22-Apr,6,120v85,120,1054,533,Left,118.8,61.2,1
GreenBlue,22-Apr,6,120v85,85,1054,533,Right,2.4,41.5,1
GreenBlue,14-Apr,6,120v85,120,1054,533,Right,33.5,54,3
GreenBlue,14-Apr,6,120v85,85,1054,533,Left,41.5,70,3
GreenGreen,13-Apr,6,120v85,120,1054,533,Left,53.3,50.7,2
GreenGreen,13-Apr,6,120v85,85,1054,533,Right,30.7,5,1
GreenGreen,23-Apr,6,120v85,120,1054,533,Right,178.1,1,1
GreenGreen,23-Apr,6,120v85,85,1054,533,Left,0,0,0
GreenOrange,13-Apr,6,120v85,120,1054,533,Left,29.5,101.3,1
GreenOrange,13-Apr,6,120v85,85,1054,533,Right,23.4,156.6,1
GreenOrange,15-Apr,6,120v85,120,1054,533,Right,123.2,31.3,2
GreenOrange,15-Apr,6,120v85,85,1054,533,Left,0,0,0
GreenRed,13-Apr,6,120v85,120,1054,533,Left,10,107.5,1
GreenRed,13-Apr,6,120v85,85,1054,533,Right,37.4,142.6,1
GreenRed,15-Apr,6,120v85,120,1054,533,Right,24.9,59.5,1
GreenRed,15-Apr,6,120v85,85,1054,533,Left,103.6,36.4,2
Orange,13-Apr,6,120v85,120,1054,533,Left,103.4,60.1,2
Orange,13-Apr,6,120v85,85,1054,533,Right,5.3,111.7,1
Orange,15-Apr,6,120v85,120,1054,533,Right,44.8,39.4,6
Orange,15-Apr,6,120v85,85,1054,533,Left,0,0,0
OrangeBlue,13-Apr,6,120v85,120,1054,533,Left,0,0,0
OrangeBlue,13-Apr,6,120v85,85,1054,533,Right,0,0,0
OrangeBlue,15-Apr,6,120v85,120,1054,533,Right,0,0,0
OrangeBlue,15-Apr,6,120v85,85,1054,533,Left,0,0,0
OrangeOrange,13-Apr,6,120v85,120,1054,533,Left,26,36.5,4
OrangeOrange,13-Apr,6,120v85,85,1054,533,Right,82,23,6
OrangeOrange,15-Apr,6,120v85,120,1054,533,Right,81.2,18.5,2
OrangeOrange,15-Apr,6,120v85,85,1054,533,Left,76.8,51.7,1
OrangePink,16-Apr,6,120v85,120,1054,533,Left,63.4,116.6,1
OrangePink,16-Apr,6,120v85,85,1054,533,Right,10.3,96,2
OrangePink,14-Apr,6,120v85,120,1054,533,Right,0,0,0
OrangePink,14-Apr,6,120v85,85,1054,533,Left,0,0,0
OrangeRed,22-Apr,6,120v85,120,1054,533,Left,11.4,123,1
OrangeRed,22-Apr,6,120v85,85,1054,533,Right,97.5,14.7,1
OrangeRed,14-Apr,6,120v85,120,1054,533,Right,180,1,1
OrangeRed,14-Apr,6,120v85,85,1054,533,Left,0,0,0
Pink,16-Apr,6,120v85,120,1054,533,Left,166.4,13.6,2
Pink,16-Apr,6,120v85,85,1054,533,Right,0,0,0
Pink,14-Apr,6,120v85,120,1054,533,Right,0,0,0
Pink,14-Apr,6,120v85,85,1054,533,Left,110.6,53.6,2
PinkBlue,16-Apr,6,120v85,120,1054,533,Left,132.9,26.8,5
PinkBlue,16-Apr,6,120v85,85,1054,533,Right,9.2,106.7,1
PinkBlue,14-Apr,6,120v85,120,1054,533,Right,35.5,58.2,4
PinkBlue,14-Apr,6,120v85,85,1054,533,Left,103.6,9.9,5
PinkOrange,16-Apr,6,120v85,120,1054,533,Left,19.3,42.3,2
PinkOrange,16-Apr,6,120v85,85,1054,533,Right,133.6,10.1,5
PinkOrange,14-Apr,6,120v85,120,1054,533,Right,118.1,20.7,7
PinkOrange,14-Apr,6,120v85,85,1054,533,Left,8.3,76.9,1
PinkPink,13-Apr,6,120v85,120,1054,533,Left,158,24.5,2
PinkPink,13-Apr,6,120v85,85,1054,533,Right,17.6,56.8,1
PinkPink,15-Apr,6,120v85,120,1054,533,Right,0,0,0
PinkPink,15-Apr,6,120v85,85,1054,533,Left,166.4,27.8,4
PinkRed,16-Apr,6,120v85,120,1054,533,Left,0,0,0
PinkRed,16-Apr,6,120v85,85,1054,533,Right,0,0,0
PinkRed,14-Apr,6,120v85,120,1054,533,Right,71.9,60.4,1
PinkRed,14-Apr,6,120v85,85,1054,533,Left,0.6,55.9,1
Red,8-Jun,6,120v85,120,1054,533,Left,39.7,61.2,4
Red,8-Jun,6,120v85,85,1054,533,Right,22.5,124,4
Red,14-Apr,6,120v85,120,1054,533,Right,56.5,110.1,2
Red,14-Apr,6,120v85,85,1054,533,Left,1.4,162.2,1
RedBlue,16-Apr,6,120v85,120,1054,533,Left,82.9,1,2
RedBlue,16-Apr,6,120v85,85,1054,533,Right,74.2,45.6,2
RedBlue,14-Apr,6,120v85,120,1054,533,Right,160.4,18.1,1
RedBlue,14-Apr,6,120v85,85,1054,533,Left,0,0,0
RedGreen,13-Apr,6,120v85,120,1054,533,Left,92.8,36.4,3
RedGreen,13-Apr,6,120v85,85,1054,533,Right,19.1,16.2,4
RedGreen,15-Apr,6,120v85,120,1054,533,Right,91.7,111.2,1
RedGreen,15-Apr,6,120v85,85,1054,533,Left,84.1,25.6,1
RedGreenGreen,13-Apr,6,120v85,120,1054,533,Left,16.6,60.5,4
RedGreenGreen,13-Apr,6,120v85,85,1054,533,Right,54.8,73.5,15
RedGreenGreen,15-Apr,6,120v85,120,1054,533,Right,71.1,26.6,2
RedGreenGreen,15-Apr,6,120v85,85,1054,533,Left,0,0,0
RedOrange,13-Apr,6,120v85,120,1054,533,Left,45.9,74.2,1
RedOrange,13-Apr,6,120v85,85,1054,533,Right,16.2,52.1,1
RedOrange,23-Apr,6,120v85,120,1054,533,Right,72.5,107.5,2
RedOrange,23-Apr,6,120v85,85,1054,533,Left,0,0,0
RedRed,13-Apr,6,120v85,120,1054,533,Left,33.9,94,2
RedRed,13-Apr,6,120v85,85,1054,533,Right,16.5,146,2
RedRed,15-Apr,6,120v85,120,1054,533,Right,105.6,0.3,9
RedRed,15-Apr,6,120v85,85,1054,533,Left,0,0,0
RedRedRed,13-Apr,6,120v85,120,1054,533,Left,0,0,0
RedRedRed,13-Apr,6,120v85,85,1054,533,Right,170,8.7,2
RedRedRed,15-Apr,6,120v85,120,1054,533,Right,85,3.5,2
RedRedRed,15-Apr,6,120v85,85,1054,533,Left,0,0,0
Blue,21-Apr,7,110v70,110,885,363,Left,136.9,1,1
Blue,21-Apr,7,110v70,70,885,363,Right,27.7,15.4,2
Blue,23-Apr,7,110v70,110,885,363,Right,121.4,8.4,3
Blue,23-Apr,7,110v70,70,885,363,Left,1,179,1
BluePink,22-Apr,7,110v70,110,885,363,Left,0,0,0
BluePink,22-Apr,7,110v70,70,885,363,Right,91.1,20.8,3
BluePink,20-Apr,7,110v70,110,885,363,Right,51.7,128.3,1
BluePink,20-Apr,7,110v70,70,885,363,Left,0,0,0
Green,22-Apr,7,110v70,110,885,363,Left,55.5,48,2
Green,22-Apr,7,110v70,70,885,363,Right,47.1,22,12
Green,20-Apr,7,110v70,110,885,363,Right,21.9,1.5,1
Green,20-Apr,7,110v70,70,885,363,Left,125.3,26.7,13
GreenBlue,21-Apr,7,110v70,110,885,363,Left,55.3,46.3,5
GreenBlue,21-Apr,7,110v70,70,885,363,Right,46.4,56.7,4
GreenBlue,23-Apr,7,110v70,110,885,363,Right,79.9,39.5,2
GreenBlue,23-Apr,7,110v70,70,885,363,Left,5.4,61.4,2
GreenGreen,22-Apr,7,110v70,110,885,363,Left,7.3,108.2,1
GreenGreen,22-Apr,7,110v70,70,885,363,Right,10.6,26,3
GreenGreen,20-Apr,7,110v70,110,885,363,Right,49.9,52,2
GreenGreen,20-Apr,7,110v70,70,885,363,Left,0,0,0
GreenOrange,22-Apr,7,110v70,110,885,363,Left,36.8,99.5,1
GreenOrange,22-Apr,7,110v70,70,885,363,Right,0,0,0
GreenOrange,20-Apr,7,110v70,110,885,363,Right,119.2,4.6,7
GreenOrange,20-Apr,7,110v70,70,885,363,Left,0,0,0
GreenRed,22-Apr,7,110v70,110,885,363,Left,85.3,38,6
GreenRed,22-Apr,7,110v70,70,885,363,Right,35.4,25.1,7
GreenRed,20-Apr,7,110v70,110,885,363,Right,48.7,24.2,2
GreenRed,20-Apr,7,110v70,70,885,363,Left,23.7,95.5,1
Orange,22-Apr,7,110v70,110,885,363,Left,127.2,32.4,2
Orange,22-Apr,7,110v70,70,885,363,Right,0,0,0
Orange,20-Apr,7,110v70,110,885,363,Right,0,0,0
Orange,20-Apr,7,110v70,70,885,363,Left,0,0,0
OrangeBlue,22-Apr,7,110v70,110,885,363,Left,0,0,0
OrangeBlue,22-Apr,7,110v70,70,885,363,Right,0,0,0
OrangeBlue,20-Apr,7,110v70,110,885,363,Right,0,0,0
OrangeBlue,20-Apr,7,110v70,70,885,363,Left,0,0,0
OrangeOrange,22-Apr,7,110v70,110,885,363,Left,37.3,34.2,3
OrangeOrange,22-Apr,7,110v70,70,885,363,Right,82.7,11.8,5
OrangeOrange,20-Apr,7,110v70,110,885,363,Right,86.4,75,3
OrangeOrange,20-Apr,7,110v70,70,885,363,Left,0,0,0
OrangePink,21-Apr,7,110v70,110,885,363,Left,0,0,0
OrangePink,21-Apr,7,110v70,70,885,363,Right,139.7,1,1
OrangePink,23-Apr,7,110v70,110,885,363,Right,98.4,44.5,2
OrangePink,23-Apr,7,110v70,70,885,363,Left,9.3,150,2
OrangeRed,21-Apr,7,110v70,110,885,363,Left,117.8,62.1,4
OrangeRed,21-Apr,7,110v70,70,885,363,Right,0,0,0
OrangeRed,23-Apr,7,110v70,110,885,363,Right,173.8,4.1,1
OrangeRed,23-Apr,7,110v70,70,885,363,Left,0,0,0
Pink,21-Apr,7,110v70,110,885,363,Left,132.1,1,1
Pink,21-Apr,7,110v70,70,885,363,Right,40.7,139.3,1
Pink,23-Apr,7,110v70,110,885,363,Right,101.2,78.8,1
Pink,23-Apr,7,110v70,70,885,363,Left,7.8,70.6,1
PinkBlue,21-Apr,7,110v70,110,885,363,Left,55,57.6,3
PinkBlue,21-Apr,7,110v70,70,885,363,Right,26.4,69.3,1
PinkBlue,23-Apr,7,110v70,110,885,363,Right,84.6,1,2
PinkBlue,23-Apr,7,110v70,70,885,363,Left,33.2,38.2,2
PinkOrange,21-Apr,7,110v70,110,885,363,Left,62.2,66.8,2
PinkOrange,21-Apr,7,110v70,70,885,363,Right,60.1,70.8,2
PinkOrange,23-Apr,7,110v70,110,885,363,Right,128.5,50.6,1
PinkOrange,23-Apr,7,110v70,70,885,363,Left,0,0,0
PinkPink,22-Apr,7,110v70,110,885,363,Left,5.1,132.5,1
PinkPink,22-Apr,7,110v70,70,885,363,Right,60.4,77.9,4
PinkPink,20-Apr,7,110v70,110,885,363,Right,137.5,37.8,1
PinkPink,20-Apr,7,110v70,70,885,363,Left,0,0,0
PinkRed,21-Apr,7,110v70,110,885,363,Left,2.8,67.2,2
PinkRed,21-Apr,7,110v70,70,885,363,Right,13.8,48.5,1
PinkRed,23-Apr,7,110v70,110,885,363,Right,64.9,32.4,5
PinkRed,23-Apr,7,110v70,70,885,363,Left,75.1,51.4,2
Red,21-Apr,7,110v70,110,885,363,Left,0,0,0
Red,21-Apr,7,110v70,70,885,363,Right,0,0,0
Red,23-Apr,7,110v70,110,885,363,Right,175.6,4.3,4
Red,23-Apr,7,110v70,70,885,363,Left,0,0,0
RedBlue,21-Apr,7,110v70,110,885,363,Left,0,0,0
RedBlue,21-Apr,7,110v70,70,885,363,Right,6.4,108.4,1
RedBlue,23-Apr,7,110v70,110,885,363,Right,41.4,138.6,1
RedBlue,23-Apr,7,110v70,70,885,363,Left,18.9,104.7,4
RedGreen,22-Apr,7,110v70,110,885,363,Left,46.5,120.5,3
RedGreen,22-Apr,7,110v70,70,885,363,Right,27.1,90.3,3
RedGreen,20-Apr,7,110v70,110,885,363,Right,110.3,57,4
RedGreen,20-Apr,7,110v70,70,885,363,Left,17.3,33.3,2
RedGreenGreen,22-Apr,7,110v70,110,885,363,Left,31.5,93.9,1
RedGreenGreen,22-Apr,7,110v70,70,885,363,Right,0,0,0
RedGreenGreen,20-Apr,7,110v70,110,885,363,Right,92.7,70.1,1
RedGreenGreen,20-Apr,7,110v70,70,885,363,Left,13.2,166.8,1
RedOrange,22-Apr,7,110v70,110,885,363,Left,50.6,129.4,1
RedOrange,22-Apr,7,110v70,70,885,363,Right,0,0,0
RedOrange,20-Apr,7,110v70,110,885,363,Right,34.3,123.1,1
RedOrange,20-Apr,7,110v70,70,885,363,Left,0,0,0
RedRed,22-Apr,7,110v70,110,885,363,Left,24,156,1
RedRed,22-Apr,7,110v70,70,885,363,Right,0,0,0
RedRed,20-Apr,7,110v70,110,885,363,Right,63.3,116.7,3
RedRed,20-Apr,7,110v70,70,885,363,Left,0,0,0
RedRedRed,22-Apr,7,110v70,110,885,363,Left,36.8,115.5,1
RedRedRed,22-Apr,7,110v70,70,885,363,Right,15.9,164.2,1
RedRedRed,20-Apr,7,110v70,110,885,363,Right,146.2,11.6,5
RedRedRed,20-Apr,7,110v70,70,885,363,Left,11.7,20.8,1
Blue,8-Jun,8,120v104,120,1054,792,Left,61.4,89.8,3
Blue,8-Jun,8,120v104,104,1054,792,Right,93.6,4,2
Blue,11-May,8,120v104,120,1054,792,Right,111.3,38.2,3
Blue,11-May,8,120v104,104,1054,792,Left,14.9,140.7,2
BluePink,13-May,8,120v104,120,1054,792,Left,29.8,127,1
BluePink,13-May,8,120v104,104,1054,792,Right,26.6,87.3,2
BluePink,11-May,8,120v104,120,1054,792,Right,12.8,34.3,3
BluePink,11-May,8,120v104,104,1054,792,Left,0,0,0
Green,10-May,8,120v104,120,1054,792,Left,27.2,1.9,2
Green,10-May,8,120v104,104,1054,792,Right,136.9,27.5,3
Green,12-May,8,120v104,120,1054,792,Right,36.9,17,2
Green,12-May,8,120v104,104,1054,792,Left,122.2,46.2,3
GreenBlue,10-May,8,120v104,120,1054,792,Left,4.5,67.3,1
GreenBlue,10-May,8,120v104,104,1054,792,Right,120.8,30.9,3
GreenBlue,12-May,8,120v104,120,1054,792,Right,93.4,60.2,7
GreenBlue,12-May,8,120v104,104,1054,792,Left,6.5,99.9,1
GreenGreen,10-May,8,120v104,120,1054,792,Left,0,0,0
GreenGreen,10-May,8,120v104,104,1054,792,Right,61.3,0.9,2
GreenGreen,12-May,8,120v104,120,1054,792,Right,26.6,106.9,1
GreenGreen,12-May,8,120v104,104,1054,792,Left,0,0,0
GreenOrange,10-May,8,120v104,120,1054,792,Left,0,0,0
